"countryIsoCode","country","year","CONTINENTE","Expected Years of Schooling (years)","Gross National Income Per Capita (2017 PPP$)","Human Development Index (value)","HDI Rank","Life Expectancy at Birth (years)","Mean Years of Schooling (years)"
"ALB","Albania","2000","EUROPA",10.7,6065.187,0.678,NA,75.404,8.754
"ALB","Albania","2001","EUROPA",10.918,6645.339,0.687,NA,75.639,8.824
"ALB","Albania","2002","EUROPA",11.021,6920.545,0.692,NA,75.89,8.888
"ALB","Albania","2003","EUROPA",11.376,7341.554,0.701,NA,76.142,8.953
"ALB","Albania","2004","EUROPA",11.501,7756.637,0.707,NA,76.376,9.018
"ALB","Albania","2005","EUROPA",12.234,8197.982,0.72,NA,76.621,9.083
"ALB","Albania","2006","EUROPA",12.554,8814.489,0.728,NA,76.816,9.147
"ALB","Albania","2007","EUROPA",12.973,9399.456,0.74,NA,77.549,9.212
"ALB","Albania","2008","EUROPA",13.175,9962.428,0.747,NA,77.653,9.277
"ALB","Albania","2009","EUROPA",13.36,10153.082,0.752,NA,77.781,9.452
"ALB","Albania","2010","EUROPA",14.172,10643.043,0.766,NA,77.936,9.627
"ALB","Albania","2011","EUROPA",15.002,11056.63,0.779,NA,78.092,9.802
"ALB","Albania","2012","EUROPA",15.766,11146.247,0.789,NA,78.064,10.025
"ALB","Albania","2013","EUROPA",15.996,11552.966,0.793,NA,78.123,10.015
"ALB","Albania","2014","EUROPA",16.243,11691.632,0.797,NA,78.407,10.006
"ALB","Albania","2015","EUROPA",15.912,12016.281,0.797,NA,78.644,9.996
"ALB","Albania","2016","EUROPA",15.449,12484.607,0.795,NA,78.86,9.986
"ALB","Albania","2017","EUROPA",15.326,12802.176,0.796,NA,79.047,9.977
"ALB","Albania","2018","EUROPA",15.108,13302.733,0.797,NA,79.184,10.025
"ALB","Albania","2019","EUROPA",15.178,13481.972,0.8,NA,79.282,10.073
"ALB","Albania","2020","EUROPA",14.76,13069.128,0.784,NA,76.989,10.121
"ALB","Albania","2021","EUROPA",14.572,14399.78,0.785,NA,76.463,10.121
"ALB","Albania","2022","EUROPA",14.487,15293.327,0.789,74,76.833,10.121
"AND","Andorra","2000","EUROPA",10.547,47337.675,0.815,NA,80.919,9.806
"AND","Andorra","2001","EUROPA",10.65,49880.862,0.823,NA,81.686,9.892
"AND","Andorra","2002","EUROPA",10.754,49919.169,0.828,NA,82.237,9.978
"AND","Andorra","2003","EUROPA",10.597,52014.134,0.836,NA,83.921,10.065
"AND","Andorra","2004","EUROPA",10.461,54033.492,0.828,NA,80.084,10.701
"AND","Andorra","2005","EUROPA",10.486,54886.104,0.828,NA,81.76,10.09
"AND","Andorra","2006","EUROPA",10.658,57242.224,0.842,NA,82.966,10.413
"AND","Andorra","2007","EUROPA",11.272,59658.103,0.851,NA,82.659,10.442
"AND","Andorra","2008","EUROPA",11.886,57906.853,0.857,NA,82.698,10.471
"AND","Andorra","2009","EUROPA",12.099,56471.984,0.859,NA,82.752,10.5
"AND","Andorra","2010","EUROPA",12.312,57162.419,0.863,NA,82.816,10.529
"AND","Andorra","2011","EUROPA",12.525,57928.791,0.867,NA,82.897,10.558
"AND","Andorra","2012","EUROPA",12.738,54701.561,0.867,NA,82.917,10.587
"AND","Andorra","2013","EUROPA",11.504,52499.19,0.851,NA,82.934,10.616
"AND","Andorra","2014","EUROPA",11.608,53623.112,0.854,NA,82.948,10.645
"AND","Andorra","2015","EUROPA",11.802,54297.459,0.856,NA,82.953,10.573
"AND","Andorra","2016","EUROPA",11.971,55695.332,0.859,NA,82.967,10.556
"AND","Andorra","2017","EUROPA",11.923,54906.348,0.86,NA,82.98,10.732
"AND","Andorra","2018","EUROPA",11.928,54904.29,0.863,NA,82.992,10.909
"AND","Andorra","2019","EUROPA",11.926,55035.018,0.865,NA,83.004,11.085
"AND","Andorra","2020","EUROPA",11.912,48026.39,0.843,NA,79.023,11.261
"AND","Andorra","2021","EUROPA",11.988,51128.348,0.855,NA,80.368,11.437
"AND","Andorra","2022","EUROPA",12.784,54233.449,0.884,35,83.552,11.613
"ARM","Armenia","2000","EUROPA",10.725,4047.936,0.656,NA,70.624,10.49
"ARM","Armenia","2001","EUROPA",10.506,4481.334,0.661,NA,70.932,10.488
"ARM","Armenia","2002","EUROPA",10.547,5144.307,0.67,NA,71.018,10.559
"ARM","Armenia","2003","EUROPA",10.588,5902.461,0.681,NA,71.436,10.629
"ARM","Armenia","2004","EUROPA",10.628,6610.488,0.689,NA,71.421,10.7
"ARM","Armenia","2005","EUROPA",10.881,7579.668,0.701,NA,71.792,10.771
"ARM","Armenia","2006","EUROPA",11.335,8681.503,0.714,NA,71.987,10.841
"ARM","Armenia","2007","EUROPA",11.928,10016.917,0.73,NA,72.327,10.912
"ARM","Armenia","2008","EUROPA",11.697,10843.067,0.733,NA,72.398,10.983
"ARM","Armenia","2009","EUROPA",12.232,9186.423,0.732,NA,72.813,11.053
"ARM","Armenia","2010","EUROPA",12.426,9517.274,0.739,NA,73.16,11.124
"ARM","Armenia","2011","EUROPA",12.556,9892.56,0.743,NA,73.305,11.195
"ARM","Armenia","2012","EUROPA",12.679,10718.4,0.751,NA,73.454,11.289
"ARM","Armenia","2013","EUROPA",12.801,11336.712,0.757,NA,73.676,11.383
"ARM","Armenia","2014","EUROPA",13.078,11608.186,0.764,NA,74.058,11.478
"ARM","Armenia","2015","EUROPA",13.132,11966.456,0.769,NA,74.436,11.572
"ARM","Armenia","2016","EUROPA",13.362,11854.26,0.773,NA,74.664,11.69
"ARM","Armenia","2017","EUROPA",13.592,12949.75,0.775,NA,74.906,11.188
"ARM","Armenia","2018","EUROPA",13.821,13459.018,0.781,NA,75.064,11.235
"ARM","Armenia","2019","EUROPA",13.999,14521.838,0.789,NA,75.439,11.283
"ARM","Armenia","2020","EUROPA",14.078,13181.649,0.769,NA,72.173,11.33
"ARM","Armenia","2021","EUROPA",14.43,13813.881,0.774,NA,72.043,11.33
"ARM","Armenia","2022","EUROPA",14.406,15388.3,0.786,76,73.372,11.33
"AUT","Austria","2000","EUROPA",15.233,46056.685,0.87,NA,78.236,11.106
"AUT","Austria","2001","EUROPA",15.308,46225.39,0.874,NA,78.719,11.196
"AUT","Austria","2002","EUROPA",15.383,47137.63,0.878,NA,78.847,11.287
"AUT","Austria","2003","EUROPA",15.458,47510.266,0.88,NA,78.85,11.378
"AUT","Austria","2004","EUROPA",15.533,48564.171,0.886,NA,79.363,11.468
"AUT","Austria","2005","EUROPA",15.608,49280.023,0.889,NA,79.521,11.559
"AUT","Austria","2006","EUROPA",15.683,50960.166,0.893,NA,79.966,11.545
"AUT","Austria","2007","EUROPA",15.758,52510.54,0.896,NA,80.167,11.531
"AUT","Austria","2008","EUROPA",15.861,53611.225,0.899,NA,80.364,11.468
"AUT","Austria","2009","EUROPA",15.867,51007.448,0.898,NA,80.207,11.674
"AUT","Austria","2010","EUROPA",16.129,52277.595,0.903,NA,80.464,11.715
"AUT","Austria","2011","EUROPA",16.173,53356.396,0.907,NA,80.829,11.711
"AUT","Austria","2012","EUROPA",16.305,53349.762,0.909,NA,80.841,11.752
"AUT","Austria","2013","EUROPA",16.037,53138.16,0.907,NA,81.078,11.788
"AUT","Austria","2014","EUROPA",16.022,53001.219,0.911,NA,81.39,12.014
"AUT","Austria","2015","EUROPA",16.033,52352.336,0.91,NA,81.159,12.077
"AUT","Austria","2016","EUROPA",15.897,53340.757,0.913,NA,81.593,12.115
"AUT","Austria","2017","EUROPA",15.944,53665.027,0.914,NA,81.639,12.159
"AUT","Austria","2018","EUROPA",16.022,54677.546,0.917,NA,81.686,12.208
"AUT","Austria","2019","EUROPA",16.076,55647.006,0.92,NA,81.908,12.257
"AUT","Austria","2020","EUROPA",16.124,52446.034,0.916,NA,81.504,12.306
"AUT","Austria","2021","EUROPA",16.367,54360.741,0.92,NA,81.58,12.306
"AUT","Austria","2022","EUROPA",16.367,56529.663,0.926,22,82.412,12.306
"AZE","Azerbaijan","2000","EUROPA",11.857,3893.55,0.635,NA,64.891,10.249
"AZE","Azerbaijan","2001","EUROPA",11.935,4199.72,0.644,NA,65.51,10.316
"AZE","Azerbaijan","2002","EUROPA",12.014,4566.538,0.654,NA,66.239,10.383
"AZE","Azerbaijan","2003","EUROPA",12.093,5003.814,0.663,NA,66.756,10.45
"AZE","Azerbaijan","2004","EUROPA",12.172,5312.645,0.67,NA,67.346,10.517
"AZE","Azerbaijan","2005","EUROPA",12.252,6251.172,0.682,NA,67.562,10.584
"AZE","Azerbaijan","2006","EUROPA",12.333,8249.356,0.701,NA,68.165,10.651
"AZE","Azerbaijan","2007","EUROPA",12.415,9876.347,0.714,NA,68.603,10.719
"AZE","Azerbaijan","2008","EUROPA",12.497,11339.809,0.723,NA,68.811,10.731
"AZE","Azerbaijan","2009","EUROPA",12.58,12625.62,0.729,NA,69.356,10.452
"AZE","Azerbaijan","2010","EUROPA",12.662,13284.946,0.733,NA,69.529,10.466
"AZE","Azerbaijan","2011","EUROPA",12.744,13002.313,0.735,NA,69.984,10.467
"AZE","Azerbaijan","2012","EUROPA",12.826,13272.621,0.739,NA,70.36,10.472
"AZE","Azerbaijan","2013","EUROPA",12.908,13956.43,0.745,NA,70.881,10.476
"AZE","Azerbaijan","2014","EUROPA",12.991,14466.533,0.749,NA,71.116,10.478
"AZE","Azerbaijan","2015","EUROPA",13.073,14398.448,0.751,NA,71.451,10.476
"AZE","Azerbaijan","2016","EUROPA",13.155,13388.752,0.752,NA,72.004,10.555
"AZE","Azerbaijan","2017","EUROPA",13.237,13587.531,0.754,NA,72.248,10.545
"AZE","Azerbaijan","2018","EUROPA",13.319,13533.532,0.757,NA,72.76,10.542
"AZE","Azerbaijan","2019","EUROPA",13.481,13897.393,0.762,NA,73.102,10.543
"AZE","Azerbaijan","2020","EUROPA",12.632,13683.77,0.722,NA,66.868,10.556
"AZE","Azerbaijan","2021","EUROPA",12.678,14408.107,0.738,NA,69.366,10.556
"AZE","Azerbaijan","2022","EUROPA",12.711,15018.054,0.76,89,73.488,10.556
"BEL","Belgium","2000","EUROPA",17.771,44162.282,0.884,NA,77.766,10.544
"BEL","Belgium","2001","EUROPA",18.31,44180.863,0.889,NA,78.081,10.641
"BEL","Belgium","2002","EUROPA",18.483,44672.898,0.891,NA,78.167,10.738
"BEL","Belgium","2003","EUROPA",18.703,45027.553,0.893,NA,78.32,10.835
"BEL","Belgium","2004","EUROPA",18.481,46185.427,0.899,NA,78.96,10.933
"BEL","Belgium","2005","EUROPA",18.835,46929.147,0.901,NA,79.053,11.03
"BEL","Belgium","2006","EUROPA",19.054,47897.25,0.904,NA,79.388,11.053
"BEL","Belgium","2007","EUROPA",19.099,49272.083,0.907,NA,79.526,11.117
"BEL","Belgium","2008","EUROPA",19.137,49587.72,0.909,NA,79.577,11.182
"BEL","Belgium","2009","EUROPA",19.166,47948.74,0.91,NA,79.847,11.317
"BEL","Belgium","2010","EUROPA",19.218,48706.831,0.913,NA,80.033,11.416
"BEL","Belgium","2011","EUROPA",19.049,48229.785,0.914,NA,80.365,11.47
"BEL","Belgium","2012","EUROPA",19.16,49314.242,0.915,NA,80.261,11.5
"BEL","Belgium","2013","EUROPA",19.351,49379.386,0.917,NA,80.468,11.54
"BEL","Belgium","2014","EUROPA",19.708,49762.825,0.922,NA,81.081,11.64
"BEL","Belgium","2015","EUROPA",19.792,50155.165,0.924,NA,80.89,11.894
"BEL","Belgium","2016","EUROPA",19.657,50309.858,0.927,NA,81.266,11.985
"BEL","Belgium","2017","EUROPA",19.761,50904.689,0.931,NA,81.362,12.237
"BEL","Belgium","2018","EUROPA",19.561,51562.931,0.933,NA,81.479,12.306
"BEL","Belgium","2019","EUROPA",19.568,52490.462,0.936,NA,81.831,12.376
"BEL","Belgium","2020","EUROPA",19.275,49491.021,0.93,NA,80.788,12.529
"BEL","Belgium","2021","EUROPA",18.946,52299.4,0.938,NA,81.879,12.529
"BEL","Belgium","2022","EUROPA",18.946,53644.039,0.942,12,82.293,12.529
"BGR","Bulgaria","2000","EUROPA",12.805,10279.598,0.723,NA,71.609,9.741
"BGR","Bulgaria","2001","EUROPA",12.796,11147.519,0.732,NA,71.915,10.037
"BGR","Bulgaria","2002","EUROPA",13.2,12269.359,0.743,NA,72.162,10.113
"BGR","Bulgaria","2003","EUROPA",13.665,12963.145,0.753,NA,72.408,10.189
"BGR","Bulgaria","2004","EUROPA",13.871,13856.394,0.76,NA,72.609,10.265
"BGR","Bulgaria","2005","EUROPA",14.02,14824.544,0.765,NA,72.592,10.341
"BGR","Bulgaria","2006","EUROPA",14.084,15543.423,0.77,NA,72.722,10.416
"BGR","Bulgaria","2007","EUROPA",14.25,15884.662,0.776,NA,73.037,10.542
"BGR","Bulgaria","2008","EUROPA",14.183,17416.565,0.782,NA,73.365,10.586
"BGR","Bulgaria","2009","EUROPA",14.234,17220.165,0.784,NA,73.705,10.642
"BGR","Bulgaria","2010","EUROPA",14.484,17799.116,0.79,NA,73.835,10.722
"BGR","Bulgaria","2011","EUROPA",14.587,18085.933,0.794,NA,74.189,10.782
"BGR","Bulgaria","2012","EUROPA",14.569,18672.656,0.798,NA,74.357,10.896
"BGR","Bulgaria","2013","EUROPA",14.959,18511.182,0.804,NA,74.849,11.006
"BGR","Bulgaria","2014","EUROPA",15.174,19048.311,0.807,NA,74.482,11.052
"BGR","Bulgaria","2015","EUROPA",15.079,19375.69,0.809,NA,74.632,11.188
"BGR","Bulgaria","2016","EUROPA",14.829,20093.456,0.81,NA,74.834,11.232
"BGR","Bulgaria","2017","EUROPA",14.645,20986.68,0.81,NA,74.799,11.243
"BGR","Bulgaria","2018","EUROPA",14.497,21476.699,0.811,NA,74.898,11.3
"BGR","Bulgaria","2019","EUROPA",14.254,22590.949,0.813,NA,75.062,11.356
"BGR","Bulgaria","2020","EUROPA",14.037,21652.934,0.802,NA,73.645,11.413
"BGR","Bulgaria","2021","EUROPA",13.868,23725.051,0.796,NA,71.798,11.413
"BGR","Bulgaria","2022","EUROPA",13.868,25920.804,0.799,70,71.528,11.413
"BIH","Bosnia and Herzegovina","2000","EUROPA",11.28,7445.601,0.656,NA,74.496,6.12
"BIH","Bosnia and Herzegovina","2001","EUROPA",11.441,7521.306,0.661,NA,75.06,6.126
"BIH","Bosnia and Herzegovina","2002","EUROPA",11.605,7801.876,0.663,NA,74.612,6.133
"BIH","Bosnia and Herzegovina","2003","EUROPA",11.771,8051.752,0.671,NA,75.782,6.14
"BIH","Bosnia and Herzegovina","2004","EUROPA",11.939,8550.371,0.678,NA,76.133,6.146
"BIH","Bosnia and Herzegovina","2005","EUROPA",12.11,8935.395,0.679,NA,75.42,6.153
"BIH","Bosnia and Herzegovina","2006","EUROPA",12.283,9417.138,0.687,NA,76.247,6.16
"BIH","Bosnia and Herzegovina","2007","EUROPA",12.458,10091.541,0.702,NA,76.161,6.826
"BIH","Bosnia and Herzegovina","2008","EUROPA",12.833,10888.69,0.714,NA,76.838,6.921
"BIH","Bosnia and Herzegovina","2009","EUROPA",12.919,10757.994,0.716,NA,76.976,7.016
"BIH","Bosnia and Herzegovina","2010","EUROPA",12.951,10809.665,0.718,NA,77.073,7.111
"BIH","Bosnia and Herzegovina","2011","EUROPA",13.185,11021.62,0.723,NA,77.007,7.238
"BIH","Bosnia and Herzegovina","2012","EUROPA",13.372,11132.692,0.735,NA,77.191,7.89
"BIH","Bosnia and Herzegovina","2013","EUROPA",13.617,11633.918,0.745,NA,76.33,8.542
"BIH","Bosnia and Herzegovina","2014","EUROPA",13.646,11864.103,0.751,NA,75.659,9.194
"BIH","Bosnia and Herzegovina","2015","EUROPA",13.625,12524.058,0.757,NA,76.182,9.292
"BIH","Bosnia and Herzegovina","2016","EUROPA",13.624,13021.263,0.767,NA,76.808,9.693
"BIH","Bosnia and Herzegovina","2017","EUROPA",13.627,13469.722,0.77,NA,76.935,9.753
"BIH","Bosnia and Herzegovina","2018","EUROPA",13.578,14185.639,0.774,NA,77.093,9.812
"BIH","Bosnia and Herzegovina","2019","EUROPA",13.441,14828.729,0.78,NA,77.241,10.174
"BIH","Bosnia and Herzegovina","2020","EUROPA",13.255,14505.452,0.776,NA,76.225,10.536
"BIH","Bosnia and Herzegovina","2021","EUROPA",13.277,15651.401,0.776,NA,75.3,10.536
"BIH","Bosnia and Herzegovina","2022","EUROPA",13.277,16571.413,0.779,80,75.293,10.536
"BLR","Belarus","2000","EUROPA",13.078,8026.399,0.708,NA,69.18,10.381
"BLR","Belarus","2001","EUROPA",13.372,8451.601,0.713,NA,68.864,10.468
"BLR","Belarus","2002","EUROPA",13.666,8943.529,0.718,NA,68.484,10.555
"BLR","Belarus","2003","EUROPA",13.959,9665.065,0.728,NA,68.939,10.644
"BLR","Belarus","2004","EUROPA",14.253,10827.634,0.74,NA,69.406,10.733
"BLR","Belarus","2005","EUROPA",14.547,11950.984,0.749,NA,69.416,10.823
"BLR","Belarus","2006","EUROPA",14.841,13174.198,0.761,NA,69.988,10.914
"BLR","Belarus","2007","EUROPA",15.135,14299.794,0.772,NA,70.762,11.005
"BLR","Belarus","2008","EUROPA",15.428,15749.941,0.782,NA,70.922,11.097
"BLR","Belarus","2009","EUROPA",15.518,15705.63,0.784,NA,71.094,11.19
"BLR","Belarus","2010","EUROPA",15.552,16988.219,0.79,NA,71.122,11.286
"BLR","Belarus","2011","EUROPA",15.695,18070.503,0.798,NA,71.516,11.381
"BLR","Belarus","2012","EUROPA",15.776,18187.994,0.805,NA,72.614,11.476
"BLR","Belarus","2013","EUROPA",15.578,18137.472,0.806,NA,72.989,11.572
"BLR","Belarus","2014","EUROPA",15.414,18535.925,0.81,NA,73.585,11.667
"BLR","Belarus","2015","EUROPA",15.264,17569.76,0.809,NA,73.987,11.762
"BLR","Belarus","2016","EUROPA",15.189,17048.627,0.809,NA,74.258,11.858
"BLR","Belarus","2017","EUROPA",15.005,17666.594,0.811,NA,74.452,11.953
"BLR","Belarus","2018","EUROPA",14.672,18287.09,0.812,NA,74.568,12.048
"BLR","Belarus","2019","EUROPA",14.4,18714.06,0.81,NA,74.216,12.144
"BLR","Belarus","2020","EUROPA",14.265,18404.597,0.8,NA,72.513,12.241
"BLR","Belarus","2021","EUROPA",14.195,19104.253,0.801,NA,72.438,12.241
"BLR","Belarus","2022","EUROPA",13.982,18425.011,0.801,69,73.246,12.241
"CHE","Switzerland","2000","EUROPA",15.038,62899.703,0.885,NA,79.834,10.637
"CHE","Switzerland","2001","EUROPA",15.066,61916.146,0.888,NA,80.251,10.751
"CHE","Switzerland","2002","EUROPA",14.962,60664.951,0.888,NA,80.443,10.864
"CHE","Switzerland","2003","EUROPA",15.102,62514.86,0.893,NA,80.532,10.978
"CHE","Switzerland","2004","EUROPA",15.181,63532.985,0.898,NA,81.053,11.092
"CHE","Switzerland","2005","EUROPA",15.223,66132.262,0.903,NA,81.234,11.205
"CHE","Switzerland","2006","EUROPA",15.313,67796.791,0.913,NA,81.546,11.739
"CHE","Switzerland","2007","EUROPA",15.429,65454.427,0.92,NA,81.699,12.272
"CHE","Switzerland","2008","EUROPA",15.486,61836.739,0.926,NA,81.966,12.806
"CHE","Switzerland","2009","EUROPA",15.516,64776.16,0.935,NA,81.985,13.339
"CHE","Switzerland","2010","EUROPA",15.68,68652.05,0.94,NA,82.283,13.324
"CHE","Switzerland","2011","EUROPA",15.673,66074.155,0.94,NA,82.571,13.325
"CHE","Switzerland","2012","EUROPA",15.828,66882.195,0.943,NA,82.616,13.414
"CHE","Switzerland","2013","EUROPA",16.024,67248.496,0.947,NA,82.69,13.527
"CHE","Switzerland","2014","EUROPA",16.09,66835.763,0.951,NA,83.085,13.64
"CHE","Switzerland","2015","EUROPA",16.156,67919.933,0.952,NA,82.847,13.712
"CHE","Switzerland","2016","EUROPA",16.134,67496.494,0.954,NA,83.445,13.667
"CHE","Switzerland","2017","EUROPA",16.168,67250.541,0.955,NA,83.412,13.733
"CHE","Switzerland","2018","EUROPA",16.259,67150.702,0.957,NA,83.561,13.8
"CHE","Switzerland","2019","EUROPA",16.345,67530.738,0.96,NA,83.78,13.86
"CHE","Switzerland","2020","EUROPA",16.434,66266.629,0.957,NA,83.067,13.904
"CHE","Switzerland","2021","EUROPA",16.584,68550.381,0.965,NA,83.987,13.904
"CHE","Switzerland","2022","EUROPA",16.584,69432.787,0.967,1,84.255,13.904
"CYP","Cyprus","2000","EUROPA",12.404,30131.121,0.797,NA,76.568,9.91
"CYP","Cyprus","2001","EUROPA",12.507,31446.984,0.804,NA,76.989,10.072
"CYP","Cyprus","2002","EUROPA",12.972,32970.328,0.816,NA,77.487,10.234
"CYP","Cyprus","2003","EUROPA",13.343,33779.969,0.825,NA,77.788,10.397
"CYP","Cyprus","2004","EUROPA",13.464,34417.133,0.83,NA,77.944,10.559
"CYP","Cyprus","2005","EUROPA",13.362,35767.473,0.833,NA,78.101,10.72
"CYP","Cyprus","2006","EUROPA",13.392,36712.559,0.839,NA,78.371,10.967
"CYP","Cyprus","2007","EUROPA",13.441,37413.605,0.845,NA,78.81,11.193
"CYP","Cyprus","2008","EUROPA",13.667,39758.109,0.853,NA,78.981,11.284
"CYP","Cyprus","2009","EUROPA",14.028,38447.77,0.857,NA,79.401,11.262
"CYP","Cyprus","2010","EUROPA",13.992,37877.301,0.859,NA,79.665,11.442
"CYP","Cyprus","2011","EUROPA",13.942,38589.887,0.863,NA,79.999,11.578
"CYP","Cyprus","2012","EUROPA",13.957,35515.223,0.862,NA,80.109,11.806
"CYP","Cyprus","2013","EUROPA",14.18,33088.23,0.863,NA,80.402,11.878
"CYP","Cyprus","2014","EUROPA",14.462,32370.768,0.867,NA,80.771,11.884
"CYP","Cyprus","2015","EUROPA",14.828,34359.445,0.874,NA,80.966,11.865
"CYP","Cyprus","2016","EUROPA",15.034,35206.469,0.881,NA,81.056,12.087
"CYP","Cyprus","2017","EUROPA",15.509,37290.516,0.891,NA,81.328,12.185
"CYP","Cyprus","2018","EUROPA",15.696,38657.613,0.896,NA,81.382,12.283
"CYP","Cyprus","2019","EUROPA",16.014,39466.949,0.901,NA,81.397,12.362
"CYP","Cyprus","2020","EUROPA",16.228,36715.754,0.9,NA,81.391,12.44
"CYP","Cyprus","2021","EUROPA",16.243,38168.977,0.901,NA,81.203,12.44
"CYP","Cyprus","2022","EUROPA",16.243,40136.895,0.907,29,81.889,12.44
"CZE","Czechia","2000","EUROPA",14.021,24653.551,0.81,NA,74.979,10.989
"CZE","Czechia","2001","EUROPA",14.466,25188.916,0.82,NA,75.315,11.178
"CZE","Czechia","2002","EUROPA",14.823,25359.396,0.826,NA,75.444,11.367
"CZE","Czechia","2003","EUROPA",15.163,26306.712,0.833,NA,75.397,11.556
"CZE","Czechia","2004","EUROPA",14.996,27146.667,0.838,NA,75.943,11.745
"CZE","Czechia","2005","EUROPA",15.253,28955.752,0.847,NA,76.159,11.934
"CZE","Czechia","2006","EUROPA",15.384,30337.12,0.856,NA,76.711,12.123
"CZE","Czechia","2007","EUROPA",15.638,31756.586,0.862,NA,76.922,12.142
"CZE","Czechia","2008","EUROPA",15.68,32480.676,0.865,NA,77.174,12.192
"CZE","Czechia","2009","EUROPA",15.999,30501.305,0.866,NA,77.26,12.295
"CZE","Czechia","2010","EUROPA",16.216,30989.179,0.872,NA,77.57,12.385
"CZE","Czechia","2011","EUROPA",16.363,31301.198,0.876,NA,77.819,12.468
"CZE","Czechia","2012","EUROPA",16.355,31561.41,0.878,NA,78.006,12.52
"CZE","Czechia","2013","EUROPA",16.857,31545.242,0.884,NA,78.18,12.597
"CZE","Czechia","2014","EUROPA",16.961,32021.628,0.889,NA,78.755,12.638
"CZE","Czechia","2015","EUROPA",16.955,33678.653,0.891,NA,78.58,12.673
"CZE","Czechia","2016","EUROPA",16.786,34495.434,0.894,NA,78.997,12.737
"CZE","Czechia","2017","EUROPA",16.678,36626.686,0.896,NA,78.956,12.787
"CZE","Czechia","2018","EUROPA",16.124,37752.162,0.893,NA,79.004,12.828
"CZE","Czechia","2019","EUROPA",16.103,38512.36,0.896,NA,79.243,12.869
"CZE","Czechia","2020","EUROPA",16.139,36695.692,0.891,NA,78.575,12.916
"CZE","Czechia","2021","EUROPA",16.347,39060.605,0.891,NA,77.728,12.916
"CZE","Czechia","2022","EUROPA",16.347,39944.667,0.895,32,78.129,12.916
"DEU","Germany","2000","EUROPA",16.163,42685.481,0.89,NA,78.064,12.42
